claim_id,product_name,category,brand,model_number,serial_number,retailer,purchase_date,purchase_price,warranty_duration_months,warranty_end_date,claim_date,product_age_days,remaining_warranty_days,fault_type,fault_covered,repair_history_count,serial_number_entered,serial_number_match,documents_provided,missing_document_count,claim_date_before_purchase,repair_date_before_purchase,class_label,split
CLM-000799,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN52978923,MegaMart Electronics,2022-12-28,684.16,12,2023-12-23,2024-04-20,479,-119,Display fault,True,1,SN52978923,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000800,Television,Electronics,Vistara,VS-43,SN85864089,TechHub Store,2024-02-21,615.52,18,2025-08-14,2025-06-30,495,45,Motor malfunction,True,2,SN69338400,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000801,Laptop,Electronics,Vertex,VT-14,SN69857441,HomeStyle Retail,2021-11-24,614.53,18,2023-05-18,2022-04-02,129,411,Component failure,True,4,SN69857441,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,validation
CLM-000802,Smartphone,Electronics,Nova,NV-X1,SN69788371,TechHub Store,2021-10-30,525.26,12,2022-10-25,2022-03-31,152,208,Physical/drop damage,False,2,SN69788371,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000803,Television,Electronics,Vistara,VS-55UHD,SN63359331,MegaMart Electronics,2020-06-27,430.74,24,2022-06-17,2022-03-18,629,91,Normal wear and tear,False,2,SN63359331,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000804,Television,Electronics,Vistara,VS-43,SN38950113,TechHub Store,2024-10-14,432.25,12,2025-10-09,2025-04-18,186,174,Motor malfunction,True,1,SN38950113,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,validation
CLM-000805,Television,Electronics,Vistara,VS-55UHD,SN65592149,MegaMart Electronics,2022-06-28,994.34,18,2023-12-20,2022-12-22,177,363,Motor malfunction,True,2,SN65592149,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000806,Television,Electronics,Vistara,VS-55UHD,SN21871327,MegaMart Electronics,2023-04-17,510.46,18,2024-10-08,2024-04-04,353,187,Water damage,False,1,SN21871327,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000807,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN84338760,HomeStyle Retail,2023-08-01,873.72,24,2025-07-21,2025-03-14,591,129,Physical/drop damage,False,1,SN84338760,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,test
CLM-000808,Washing Machine,Home Appliance,Cleanwave,CW-700,SN30672747,MegaMart Electronics,2024-08-12,443.36,24,2026-08-02,2025-12-09,484,236,Compressor failure,True,3,SN95973864,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000809,Laptop,Electronics,Vertex,VT-15Pro,SN96541691,MegaMart Electronics,2024-09-04,631.03,18,2026-02-26,2026-03-06,548,-8,Motor malfunction,True,0,SN96541691,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,test
CLM-000810,Laptop,Electronics,Vertex,VT-15Pro,SN44616300,HomeStyle Retail,2020-09-01,692.25,24,2022-08-22,2022-05-17,623,97,Manufacturing defect,True,2,SN44616300,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,validation
CLM-000811,Laptop,Electronics,Vertex,VT-15Pro,SN31856985,HomeStyle Retail,2022-09-01,834.59,24,2024-08-21,2024-09-19,749,-29,Compressor failure,True,2,SN31856985,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000812,Laptop,Electronics,Vertex,VT-15Pro,SN16538403,MegaMart Electronics,2020-10-26,388.77,12,2021-10-21,2021-03-24,149,211,Unauthorized repair damage,False,1,SN16538403,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000813,Smartphone,Electronics,Nova,NV-100,SN90364540,TechHub Store,2022-12-20,775.46,18,2024-06-12,2024-12-10,721,-181,Compressor failure,True,0,SN90364540,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000814,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN22862542,HomeStyle Retail,2023-01-18,1007.29,12,2024-01-13,2023-07-01,164,196,Compressor failure,True,3,SN57194894,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,test
CLM-000815,Washing Machine,Home Appliance,Cleanwave,CW-700,SN23746292,MegaMart Electronics,2024-08-13,913.79,12,2025-08-08,2025-04-28,258,102,Power surge (external),False,1,SN23746292,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000816,Air Conditioner,Home Appliance,Chillmax,CM-1T,SN66015266,HomeStyle Retail,2022-10-27,819.41,12,2023-10-22,2023-09-16,324,36,Normal wear and tear,False,3,SN66015266,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,test
CLM-000817,Refrigerator,Home Appliance,FrostLine,FL-220,SN69315901,CityWide Appliances,2020-06-05,627.72,12,2021-05-31,2020-12-10,188,172,Unauthorized repair damage,False,3,SN69315901,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000818,Smartphone,Electronics,Nova,NV-X1,SN29107146,TechHub Store,2023-05-08,617.94,18,2024-10-29,2023-09-16,131,409,Physical/drop damage,False,2,SN51262331,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000819,Smartphone,Electronics,Nova,NV-200,SN67881056,MegaMart Electronics,2020-09-13,1006.77,12,2021-09-08,2021-11-28,441,-81,Manufacturing defect,True,0,SN67881056,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000820,Smartphone,Electronics,Nova,NV-200,SN99601933,MegaMart Electronics,2020-08-08,943.56,12,2021-08-03,2021-11-24,473,-113,Motor malfunction,True,0,SN99601933,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,test
CLM-000821,Smartphone,Electronics,Nova,NV-100,SN47228730,CityWide Appliances,2020-07-16,716.94,24,2022-07-06,2021-01-31,199,521,Unauthorized repair damage,False,1,SN47228730,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000822,Air Conditioner,Home Appliance,Chillmax,CM-1T,SN35709072,CityWide Appliances,2021-12-13,826.16,12,2022-12-08,2022-02-11,60,300,Normal wear and tear,False,1,SN35709072,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000823,Television,Electronics,Vistara,VS-55UHD,SN59185834,TechHub Store,2020-12-17,1037.89,24,2022-12-07,2023-01-05,749,-29,Manufacturing defect,True,2,SN59185834,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000824,Laptop,Electronics,Vertex,VT-14,SN64704189,MegaMart Electronics,2021-01-14,581.57,12,2022-01-09,2022-10-09,633,-273,Display fault,True,5,SN52181984,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000825,Refrigerator,Home Appliance,FrostLine,FL-220,SN54038904,HomeStyle Retail,2020-09-10,1346.36,12,2021-09-05,2021-02-14,157,203,Normal wear and tear,False,2,SN54038904,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000826,Laptop,Electronics,Vertex,VT-15Pro,SN67440042,MegaMart Electronics,2022-02-27,805.0,12,2023-02-22,2022-07-02,125,235,Display fault,True,2,SN19342782,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000827,Refrigerator,Home Appliance,FrostLine,FL-220,SN63199848,HomeStyle Retail,2025-01-06,358.89,24,2026-12-27,2025-07-18,193,527,Motor malfunction,True,2,SN63199848,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,validation
CLM-000828,Laptop,Electronics,Vertex,VT-14,SN32645646,MegaMart Electronics,2023-09-10,714.81,18,2025-03-03,2025-07-21,680,-140,Compressor failure,True,2,SN36720922,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,validation
CLM-000829,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN96413557,CityWide Appliances,2021-11-24,709.15,12,2022-11-19,2022-08-16,265,95,Unauthorized repair damage,False,3,SN96413557,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,test
CLM-000830,Laptop,Electronics,Vertex,VT-14,SN43647023,HomeStyle Retail,2021-12-30,1041.16,12,2022-12-25,2022-05-31,152,208,Battery defect,True,1,SN43647023,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,train
CLM-000831,Television,Electronics,Vistara,VS-55UHD,SN91145880,TechHub Store,2021-04-17,561.93,18,2022-10-09,2021-07-05,79,461,Power surge (external),False,1,SN91145880,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,test
CLM-000832,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN72548391,MegaMart Electronics,2020-11-08,885.7,12,2021-11-03,2021-11-09,366,-6,Compressor failure,True,2,SN72548391,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000833,Smartphone,Electronics,Nova,NV-100,SN67768169,CityWide Appliances,2023-09-17,537.81,12,2024-09-11,2024-07-02,289,71,Battery defect,True,1,SN25989909,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000834,Refrigerator,Home Appliance,FrostLine,FL-300X,SN32031067,HomeStyle Retail,2022-02-24,1354.74,12,2023-02-19,2022-03-22,26,334,Manufacturing defect,True,0,SN32031067,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,train
CLM-000835,Refrigerator,Home Appliance,FrostLine,FL-300X,SN73875700,HomeStyle Retail,2020-10-02,1070.95,12,2021-09-27,2021-07-30,301,59,Manufacturing defect,True,3,SN73875700,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000836,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN53014471,MegaMart Electronics,2020-11-16,572.76,18,2022-05-10,2021-12-17,396,144,Battery defect,True,1,SN53014471,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000837,Smartphone,Electronics,Nova,NV-X1,SN55802675,HomeStyle Retail,2023-04-24,672.66,12,2024-04-18,2024-02-26,308,52,Compressor failure,True,1,SN67465077,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000838,Refrigerator,Home Appliance,FrostLine,FL-220,SN18791292,CityWide Appliances,2021-12-07,377.18,24,2023-11-27,2022-08-24,260,460,Compressor failure,True,2,SN18791292,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,validation
CLM-000839,Laptop,Electronics,Vertex,VT-15Pro,SN86242300,HomeStyle Retail,2020-08-22,389.39,12,2021-08-17,2021-09-20,394,-34,Manufacturing defect,True,3,SN86242300,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000840,Washing Machine,Home Appliance,Cleanwave,CW-700,SN75546384,MegaMart Electronics,2022-05-12,470.54,12,2023-05-07,2022-12-01,203,157,Motor malfunction,True,1,SN75546384,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,test
CLM-000841,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN37079584,HomeStyle Retail,2023-10-14,458.79,12,2024-10-08,2024-04-14,183,177,Compressor failure,True,5,SN37079584,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,train
CLM-000842,Smartphone,Electronics,Nova,NV-200,SN16379551,MegaMart Electronics,2024-10-01,653.26,24,2026-09-21,2026-12-15,805,-85,Battery defect,True,0,SN16379551,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000843,Laptop,Electronics,Vertex,VT-15Pro,SN19028796,HomeStyle Retail,2023-03-20,425.27,12,2024-03-14,2024-01-20,306,54,Water damage,False,1,SN19028796,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000844,Laptop,Electronics,Vertex,VT-15Pro,SN68104261,TechHub Store,2022-12-23,771.66,12,2023-12-18,2023-12-01,343,17,Unauthorized repair damage,False,0,SN68104261,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,test
CLM-000845,Laptop,Electronics,Vertex,VT-14,SN94267786,TechHub Store,2021-10-03,872.0,12,2022-09-28,2022-06-02,242,118,Battery defect,True,1,SN94267786,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,test
CLM-000846,Refrigerator,Home Appliance,FrostLine,FL-300X,SN85982862,TechHub Store,2024-11-01,1189.31,12,2025-10-27,2025-07-08,249,111,Compressor failure,True,0,SN85982862,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,test
CLM-000847,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN68436893,HomeStyle Retail,2020-05-02,811.48,18,2021-10-24,2020-10-13,164,376,Component failure,True,1,SN18647316,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000848,Refrigerator,Home Appliance,FrostLine,FL-220,SN64474404,MegaMart Electronics,2023-07-22,1033.86,12,2024-07-16,2024-06-26,340,20,Motor malfunction,True,0,SN64474404,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,train
CLM-000849,Laptop,Electronics,Vertex,VT-15Pro,SN66642448,TechHub Store,2020-11-03,1202.08,12,2021-10-29,2021-07-08,247,113,Power surge (external),False,0,SN66642448,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,test
CLM-000850,Smartphone,Electronics,Nova,NV-100,SN75208604,TechHub Store,2020-03-16,748.5,12,2021-03-11,2021-02-26,347,13,Normal wear and tear,False,0,SN17425900,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000851,Television,Electronics,Vistara,VS-43,SN63270351,CityWide Appliances,2024-10-26,336.59,24,2026-10-16,2025-12-26,426,294,Manufacturing defect,True,0,SN28865664,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,validation
CLM-000852,Television,Electronics,Vistara,VS-55UHD,SN76632538,CityWide Appliances,2021-04-28,521.51,12,2022-04-23,2023-02-07,650,-290,Battery defect,True,2,SN76632538,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000853,Air Conditioner,Home Appliance,Chillmax,CM-1T,SN66756516,MegaMart Electronics,2021-05-02,1322.64,18,2022-10-24,2022-06-15,409,131,Battery defect,True,2,SN24336334,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000854,Smartphone,Electronics,Nova,NV-X1,SN60292051,TechHub Store,2020-12-24,119.78,12,2021-12-19,2021-10-31,311,49,Motor malfunction,True,1,SN25161415,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000855,Refrigerator,Home Appliance,FrostLine,FL-300X,SN12828532,TechHub Store,2021-10-10,1003.26,18,2023-04-03,2022-03-17,158,382,Motor malfunction,True,1,SN12828532,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,train
CLM-000856,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN51509315,TechHub Store,2025-01-27,1191.15,18,2026-07-21,2026-10-13,624,-84,Compressor failure,True,0,SN51509315,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000857,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN11055770,CityWide Appliances,2023-12-05,1036.55,12,2024-11-29,2025-01-06,398,-38,Component failure,True,0,SN11055770,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000858,Smartphone,Electronics,Nova,NV-100,SN68900892,TechHub Store,2022-03-15,466.62,24,2024-03-04,2023-01-23,314,406,Component failure,True,2,SN96493863,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000859,Refrigerator,Home Appliance,FrostLine,FL-300X,SN66689004,CityWide Appliances,2022-04-12,54.29,24,2024-04-01,2023-08-17,492,228,Display fault,True,0,SN23474864,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000860,Refrigerator,Home Appliance,FrostLine,FL-300X,SN70835762,TechHub Store,2024-08-15,981.77,12,2025-08-10,2025-03-28,225,135,Motor malfunction,True,1,SN16992585,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,test
CLM-000861,Refrigerator,Home Appliance,FrostLine,FL-300X,SN87283822,MegaMart Electronics,2023-08-06,1725.55,18,2025-01-27,2023-08-19,13,527,Component failure,True,2,SN87283822,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,train
CLM-000862,Laptop,Electronics,Vertex,VT-14,SN44987861,MegaMart Electronics,2020-11-19,397.03,12,2021-11-14,2021-06-27,220,140,Unauthorized repair damage,False,0,SN44987861,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000863,Television,Electronics,Vistara,VS-43,SN12782955,CityWide Appliances,2023-04-29,713.84,24,2025-04-18,2023-11-11,196,524,Power surge (external),False,4,SN84964625,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000864,Refrigerator,Home Appliance,FrostLine,FL-220,SN16681756,HomeStyle Retail,2023-08-18,1453.97,18,2025-02-08,2024-03-18,213,327,Unauthorized repair damage,False,2,SN16681756,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,test
CLM-000865,Refrigerator,Home Appliance,FrostLine,FL-300X,SN70895638,TechHub Store,2022-05-28,647.99,18,2023-11-19,2022-10-05,130,410,Water damage,False,3,SN76323560,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000866,Smartphone,Electronics,Nova,NV-100,SN90541748,MegaMart Electronics,2020-08-30,635.55,12,2021-08-25,2021-05-20,263,97,Power surge (external),False,0,SN47979220,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000867,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN43328672,HomeStyle Retail,2024-01-28,1167.26,18,2025-07-21,2026-01-26,729,-189,Manufacturing defect,True,1,SN43328672,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,test
CLM-000868,Refrigerator,Home Appliance,FrostLine,FL-300X,SN66813149,TechHub Store,2023-11-02,192.23,18,2025-04-25,2025-07-29,635,-95,Power surge (external),False,0,SN66813149,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000869,Television,Electronics,Vistara,VS-43,SN10719539,MegaMart Electronics,2021-06-08,582.94,12,2022-06-03,2022-07-16,403,-43,Unauthorized repair damage,False,2,SN10719539,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000870,Smartphone,Electronics,Nova,NV-100,SN77611740,HomeStyle Retail,2023-06-23,956.26,12,2024-06-17,2024-04-14,296,64,Component failure,True,0,SN77611740,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,train
CLM-000871,Washing Machine,Home Appliance,Cleanwave,CW-700,SN77002914,CityWide Appliances,2021-11-25,504.9,24,2023-11-15,2023-02-21,453,267,Physical/drop damage,False,0,SN77002914,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,train
CLM-000872,Refrigerator,Home Appliance,FrostLine,FL-300X,SN79386899,MegaMart Electronics,2024-09-05,436.66,12,2025-08-31,2025-01-27,144,216,Motor malfunction,True,1,SN32143753,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000873,Smartphone,Electronics,Nova,NV-100,SN34580812,MegaMart Electronics,2021-10-08,854.08,18,2023-04-01,2023-01-11,460,80,Component failure,True,1,SN34580812,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,test
CLM-000874,Television,Electronics,Vistara,VS-55UHD,SN71439467,HomeStyle Retail,2021-06-16,940.03,12,2022-06-11,2021-07-16,30,330,Display fault,True,0,SN71439467,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,train
CLM-000875,Smartphone,Electronics,Nova,NV-100,SN78281626,TechHub Store,2024-09-28,604.16,18,2026-03-22,2026-06-28,638,-98,Unauthorized repair damage,False,3,SN78281626,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000876,Smartphone,Electronics,Nova,NV-100,SN43038691,TechHub Store,2023-02-27,648.52,24,2025-02-16,2024-08-28,548,172,Normal wear and tear,False,4,SN43038691,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000877,Laptop,Electronics,Vertex,VT-14,SN53424580,MegaMart Electronics,2023-10-18,389.68,12,2024-10-12,2023-12-29,72,288,Compressor failure,True,3,SN20880123,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,train
CLM-000878,Washing Machine,Home Appliance,Cleanwave,CW-700,SN98070016,HomeStyle Retail,2022-07-31,918.05,24,2024-07-20,2024-04-09,618,102,Motor malfunction,True,0,SN98070016,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000879,Washing Machine,Home Appliance,Cleanwave,CW-700,SN19492426,HomeStyle Retail,2022-07-16,993.42,12,2023-07-11,2023-06-20,339,21,Unauthorized repair damage,False,4,SN19492426,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000880,Air Conditioner,Home Appliance,Chillmax,CM-1T,SN62143976,TechHub Store,2023-05-18,1045.9,12,2024-05-12,2023-12-18,214,146,Component failure,True,2,SN62143976,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,validation
CLM-000881,Smartphone,Electronics,Nova,NV-X1,SN22899866,TechHub Store,2021-08-06,1061.62,18,2023-01-28,2022-06-29,327,213,Normal wear and tear,False,1,SN78807151,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000882,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN92391939,MegaMart Electronics,2021-02-13,831.32,12,2022-02-08,2021-12-27,317,43,Battery defect,True,1,SN92391939,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,train
CLM-000883,Refrigerator,Home Appliance,FrostLine,FL-220,SN76481027,HomeStyle Retail,2023-07-15,1167.95,12,2024-07-09,2024-07-31,382,-22,Display fault,True,1,SN76481027,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000884,Washing Machine,Home Appliance,Cleanwave,CW-700,SN50320166,TechHub Store,2023-08-18,850.63,18,2025-02-08,2024-12-29,499,41,Manufacturing defect,True,0,SN80208227,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000885,Laptop,Electronics,Vertex,VT-15Pro,SN65434526,MegaMart Electronics,2022-05-25,912.96,12,2023-05-20,2023-09-05,468,-108,Manufacturing defect,True,2,SN65434526,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000886,Air Conditioner,Home Appliance,Chillmax,CM-1T,SN25292162,TechHub Store,2023-09-15,767.4,18,2025-03-08,2023-12-17,93,447,Battery defect,True,1,SN72126560,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,test
CLM-000887,Laptop,Electronics,Vertex,VT-15Pro,SN93726413,TechHub Store,2021-01-02,689.09,24,2022-12-23,2021-11-12,314,406,Unauthorized repair damage,False,1,SN93726413,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000888,Television,Electronics,Vistara,VS-43,SN68223505,HomeStyle Retail,2021-11-30,775.86,24,2023-11-20,2023-08-20,628,92,Unauthorized repair damage,False,0,SN68223505,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,test
CLM-000889,Refrigerator,Home Appliance,FrostLine,FL-300X,SN50641125,HomeStyle Retail,2020-01-12,1045.91,12,2021-01-06,2021-04-23,467,-107,Display fault,True,1,SN92778089,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000890,Smartphone,Electronics,Nova,NV-100,SN35262608,CityWide Appliances,2022-01-08,338.98,18,2023-07-02,2022-05-26,138,402,Manufacturing defect,True,3,SN35262608,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,validation
CLM-000891,Smartphone,Electronics,Nova,NV-200,SN72199925,MegaMart Electronics,2021-03-04,709.25,12,2022-02-27,2022-01-28,330,30,Normal wear and tear,False,1,SN72199925,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000892,Laptop,Electronics,Vertex,VT-15Pro,SN88547740,MegaMart Electronics,2022-05-14,527.41,12,2023-05-09,2023-01-06,237,123,Power surge (external),False,0,SN88547740,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000893,Refrigerator,Home Appliance,FrostLine,FL-300X,SN76532158,TechHub Store,2021-08-26,1010.14,18,2023-02-17,2023-03-17,568,-28,Manufacturing defect,True,0,SN76532158,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000894,Refrigerator,Home Appliance,FrostLine,FL-300X,SN41125867,TechHub Store,2023-05-05,407.09,18,2024-10-26,2024-10-21,535,5,Normal wear and tear,False,1,SN80908408,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000895,Laptop,Electronics,Vertex,VT-15Pro,SN25695520,HomeStyle Retail,2020-02-08,802.59,12,2021-02-02,2021-01-14,341,19,Motor malfunction,True,3,SN96728786,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
